Genes (Node 1),1-hop directly regulating (degree centrality),1-hop directly regulating genes,2-hop directly regulating,2-hop directly regulating.1,Regulating Mutually Exclusively (ones array),ME,category,ME oncogene,ME TS,1-hop Causal,2-hop Causal,2-hop Cascade,Protein,Classification,Pathway Name,Function / Role,Function (discrete),Gene Expression (not used),Source (Ref),Gene Expression,TF (type) (TRRUST),Mutation Count (TCGA),Moderate mutations,Low Mutations,High Mutations,Modifier Mutations,Combination gene reguation (regulated by this # genes),degree,betweenness,eigenvector,closeness,pagerank,corenumber,clustering
CLDN7,54,"RUNX3,HDAC1,ELF3,CTBP1,ING1,RPL23,M1AP,PI4K2B,PKP3,PRSS8,SPINT1,ST14,TACSTD2,CD81,SCARB1,CCDC102A,CDH1,EPCAM,KRT19,KRT18,RAB25,KRT8,SNAI1,CLDN12,CLDN23,CLDN14,CLDN16,CLDN5,CLDN6,CLDN2,CLDN19,CLDN3,CLDN9,CLDN10,CLDN4,CLDN18,CLDN8,CLDN15,CLDN1,CLDN17,CLDN22,CLDN7,CLDN20,OCLN,ESAM,CLDN25,TJP1,CLDN24,F11R,TJP3,TJP2,WNK4,MARVELD2,CLDN11",120,"2,6,2,1,1,54,54","2,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,6,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1",44,,2,3,7,19,1,CLDN7,,"Cell adhesion molecules (CAMs), Tight junction, Leukocyte transendothelial migration, Hepatitis C",,"Apoptosis, Proliferation of cells",,,0.4289850751,,,,,,,5,0.002317497103,0.001486421223,0.0289380402,0.3024886085,0.000905421743,2,0.1037231673
CREM,2,"FOS,PLAT",74,74,"86,9",0,TF,0,0,1,7,1,CREM,TF,"Adrenergic signaling in cardiomyocytes, HTLV-I infection",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,Repression,5,2,1,0,2,1,0.002317497103,0.001486421223,0.0289380402,0.3024886085,0.000905421743,2,0.1037231673
FOXA1,1,FOS,74,74,86,0,oncogene,0,0,1,7,1,FOXA1,oncogene,"Activator,Alternative splicing,Chromatin regulator,Complete proteome,Developmental protein,DNA-binding,Nucleus,Phosphoprotein,Polymorphism,Reference proteome,Repressor,Transcription,Transcription regulation,",,"Transcription regulation, Proliferation of cells",,,,,22,22,0,0,0,3,0.06257242178,0.09105679649,0.07505724198,0.3519575856,0.01479224502,4,0.1037231673
GATA3,3,"ESR1,DLC1,MUC1",183,"72,52,59","89,2,10",0,cigene,0,0,0,7,0,GATA3,cigene,"3D-structure,Activator,Alternative splicing,Complete proteome,Deafness,Disease mutation,DNA-binding,Immunity,Innate immunity,Metal-binding,Nucleus,Phosphoprotein,Polymorphism,Reference proteome,Repeat,Transcription,Transcription regulation,Zinc,Zinc-finger,",,"Transcription regulation, Apoptosis, Proliferation of cells",,,,Activation,18,12,1,4,1,5,0.005793742758,0.01419052933,0.07721931124,0.3548519737,0.001160797643,4,0.1037231673
YY1,2,"ERBB2,SERPINE1",150,"79,71","31,24",0,oncogene,0,0,0,10,0,YY1,oncogene,"3D-structure,Activator,ADP-ribosylation,Complete proteome,Differentiation,Direct protein sequencing,DNA damage,DNA recombination,DNA repair,DNA-binding,Isopeptide bond,Metal-binding,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,Repressor,Spermatogenesis,Transcription,Transcription regulation,Ubl conjugation,Zinc,Zinc-finger,",,Transcription regulation,,,,Repression,1,1,0,0,0,4,0.003476245655,0.01881223264,0.02989120915,0.3131349782,0.001028375021,3,0.1037231673
DUSP1,1,PGR,58,58,34,0,,0,0,0,3,0,DUSP1,,MAPK signaling pathway,,"Signalling Pathway, Apoptosis, Proliferation of cells",,,-2.450636542,,3,1,1,0,1,1,0.004634994206,0.007544377642,0.04521924494,0.33605919,0.001083576776,4,0.1037231673
ETS1,2,"MMP9,EGR1",147,"81,66","32,106",0,"oncogene, tumorsuppressor, cigene",0,0,1,15,1,ETS1,"oncogene, tumorsupressor, cigene","Ras signaling pathway, Dorso-ventral axis formation, HTLV-I infection, Pathways in cancer, Renal cell carcinoma",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,Activation,11,2,5,0,4,3,0.002317497103,0.002807283794,0.0264585266,0.3107670148,0.0008901478762,2,0.1037231673
STAT5A,1,ESR1,72,72,89,0,tumorsuppressor,0,0,0,2,0,STAT5A,tumorsupressor,"ErbB signaling pathway, Jak-STAT signaling pathway, Prolactin signaling pathway, Hepatitis B, Measles, HTLV-I infection, Pathways in cancer, Viral carcinogenesis, Chronic myeloid leukemia, Acute myeloid leukemia",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,Unknown,12,7,2,2,1,2,0.002317497103,0.002807283794,0.0264585266,0.3107670148,0.0008901478762,2,0.1037231673
CREB1,4,"ERBB2,FOS,PLAT,JUN",159,"79,74,6","31,86,9,33",0,oncogene,0,0,1,10,1,CREB1,oncogene,"cGMP-PKG signaling pathway, cAMP signaling pathway, PI3K-Akt signaling pathway, AMPK signaling pathway, Adrenergic signaling in cardiomyocytes, Osteoclast differentiation, Antigen processing and presentation, TNF signaling pathway, Circadian rhythm, Circadian entrainment, Cholinergic synapse, Dopaminergic synapse, Insulin secretion, Estrogen signaling pathway, Melanogenesis, Thyroid hormone synthesis, Glucagon signaling pathway, Renin secretion, Aldosterone synthesis and secretion, Insulin resistance, Vasopressin-regulated water reabsorption, Huntington's disease, Cocaine addiction, Amphetamine addiction, Alcoholism, Tuberculosis, Hepatitis B, HTLV-I infection, Viral carcinogenesis, Prostate cancer",,Signalling Pathway,,,,Unknown,3,1,1,0,1,2,0.05909617613,0.07734495502,0.03040944011,0.3286367098,0.01367101563,4,0.1037231673
IL6,1,EGR1,66,66,106,0,,0,0,1,9,1,IL6,,"Cytokine-cytokine receptor interaction, HIF-1 signaling pathway, FoxO signaling pathway, PI3K-Akt signaling pathway, Toll-like receptor signaling pathway, NOD-like receptor signaling pathway, Cytosolic DNA-sensing pathway, Jak-STAT signaling pathway, Hematopoietic cell lineage, TNF signaling pathway, Intestinal immune network for IgA production, Insulin resistance, Non-alcoholic fatty liver disease (NAFLD), Prion diseases, Salmonella infection, Pertussis, Legionellosis, Chagas disease (American trypanosomiasis), African trypanosomiasis, Malaria, Amoebiasis, Tuberculosis, Hepatitis B, Measles, Influenza A, HTLV-I infection, Herpes simplex infection, Pathways in cancer, Transcriptional misregulation in cancer, Inflammatory bowel disease (IBD), Rheumatoid arthritis, Graft-versus-host disease, Hypertrophic cardiomyopathy (HCM)",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,-3.692904801,,4,2,0,0,2,2,0.002317497103,0.009812664288,0.0260754726,0.2944387581,0.0009030656057,2,0.1037231673
STAT5B,1,ESR1,72,72,89,0,TF,0,0,0,2,0,STAT5B,TF,"ErbB signaling pathway, Chemokine signaling pathway, Jak-STAT signaling pathway, Prolactin signaling pathway, Hepatitis B, Measles, HTLV-I infection, Pathways in cancer, Viral carcinogenesis, Chronic myeloid leukemia, Acute myeloid leukemia",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,Unknown,7,4,1,1,1,2,0.002317497103,0,0.02993440836,0.3049469965,0.0008817858609,2,0.1037231673
ESR1,72,"ESR1,KRT19,SERPINE1,FOS,PGR,ID4,XBP1,TWIST1,TP53,TFAP2C,STAT5B,STAT5A,SP1,RUNX2,PIAS3,NR2E3,NKX3-1,NCOR1,MTA1,MECP2,LEF1,KDM4B,HDAC9,HDAC7,HDAC1,GATA3,BRCA1,BARX2,BARD1,ARNT,NCOA7,NCOA2,PHB2,CCNT1,KDM1A,CARM1,NR0B2,PELP1,ZNF217,PPARGC1A,JUN,MAPK3,SMAD3,HSP90AA1,STAT1,SRC,IGF1,TERT,NCOR2,HSP90AB1,IGF1R,NRIP1,AKT1,CCND1,GAPDH,SMAD4,NOS3,PIK3CA,STK11,NCOA3,MED1,NCOA1,BCAR1,STUB1,MAPK1,MYC,EP300,CREBBP,FOXA1,TFF1,GREB1,JUNB",474,"72,54,71,74,58,52,1,2,4,2,1,1,13,1,2,1,2,1,2,1,2,1,1,1,6,3,5,1,1,3,1,1,6,3,2,1,4,3,1,1,4,4,1,1,1,1","89,6,24,86,34,6,1,2,5,2,2,2,10,1,3,1,3,2,3,1,2,1,1,2,6,5,5,1,1,2,1,1,1,1,2,1,2,1,1,1,33,4,4,3,3,5,3,1,2,2,1,2,2,2,1,2,1,4,1,3,2,2,1,2,4,1,6,1,3,1,1,9",26,TF,6,5,2,55,0,ESR1,TF,"Estrogen signaling pathway, Prolactin signaling pathway, Thyroid hormone signaling pathway, Endocrine and other factor-regulated calcium reabsorption, Proteoglycans in cancer",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,Activation,9,3,3,1,2,89,0.001158748552,0,0.02149262115,0.2983062565,0.0007858008454,1,0.1037231673
SP1,13,"BIRC5,MMP9,KRT5,ESR1,ERBB2,KRT19,SERPINE1,EGR1,FOS,PGR,PLAT,ID4,KRT14",735,"74,81,54,72,79,54,71,66,74,58,52","26,32,5,89,31,6,24,106,86,34,9,6,4",0,TF,0,0,3,97,1,SP1,TF,"TGF-beta signaling pathway, Estrogen signaling pathway, Huntington's disease, Transcriptional misregulation in cancer, Choline metabolism in cancer",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,Activation,5,3,1,0,1,10,0.001158748552,0,0.02149262115,0.2983062565,0.0007858008454,1,0.1037231673
RELA,6,"BIRC5,MMP9,SERPINE1,EGR1,PGR,JUNB",351,"74,81,71,66,58,1","26,32,24,106,34,9",0,cigene,0,0,2,72,1,RELA,cigene,"MAPK signaling pathway, Ras signaling pathway, cAMP signaling pathway, Chemokine signaling pathway, NF-kappa B signaling pathway, HIF-1 signaling pathway, Sphingolipid signaling pathway, PI3K-Akt signaling pathway, Apoptosis, Osteoclast differentiation, Toll-like receptor signaling pathway, NOD-like receptor signaling pathway, RIG-I-like receptor signaling pathway, Cytosolic DNA-sensing pathway, T cell receptor signaling pathway, B cell receptor signaling pathway, TNF signaling pathway, Neurotrophin signaling pathway, Prolactin signaling pathway, Adipocytokine signaling pathway, Insulin resistance, Non-alcoholic fatty liver disease (NAFLD), Cocaine addiction, Epithelial cell signaling in Helicobacter pylori infection, Shigellosis, Salmonella infection, Pertussis, Legionellosis, Leishmaniasis, Chagas disease (American trypanosomiasis), Toxoplasmosis, Amoebiasis, Tuberculosis, Hepatitis C, Hepatitis B, Measles, Influenza A, HTLV-I infection, Herpes simplex infection, Epstein-Barr virus infection, Pathways in cancer, Transcriptional misregulation in cancer, Viral carcinogenesis, Pancreatic cancer, Prostate cancer, Chronic myeloid leukemia, Acute myeloid leukemia, Small cell lung cancer, Inflammatory bowel disease (IBD)",,"Cell Signalling, Apoptosis, Proliferation of cells",,,,Repression,1,1,0,0,0,6,0.002317497103,0.0009721094558,0.04561832196,0.3240705971,0.0008872796089,2,0.1037231673
ELK1,2,"ERBB2,FOS",153,"79,74","31,86",0,oncogene,0,0,1,9,1,ELK1,oncogene,"MAPK signaling pathway, ErbB signaling pathway, Ras signaling pathway, Focal adhesion, Insulin signaling pathway, GnRH signaling pathway, Oxytocin signaling pathway, Prion diseases, Leishmaniasis, Hepatitis B, HTLV-I infection, Proteoglycans in cancer, Endometrial cancer",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,Unknown,8,4,4,0,0,2,0.004634994206,3.46E-05,0.06605766428,0.3393629571,0.001040763441,4,0.1037231673
ETS2,2,"MMP9,EGR1",147,"81,66","32,106",0,oncogene,0,0,1,15,1,ETS2,oncogene,"Ras signaling pathway, Dorso-ventral axis formation, HTLV-I infection",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,Unknown,7,5,1,1,0,3,0.001158748552,0.00E+00,0.02149262115,0.2983062565,0.0007858008454,1,0.1037231673
ESR2,3,"SERPINE1,FOS,JUN",151,"71,74,6","24,86,33",0,"oncogene, tumorsuppressor, cigene",0,0,1,16,1,ESR2,"oncogene, tumorsupressor, cigene","Estrogen signaling pathway, Prolactin signaling pathway",,Signalling Pathway,,,,Unknown,6,4,0,0,2,2,0.001158748552,0,0.02149262115,0.2983062565,0.0007858008454,1,0.1037231673
CCND1,4,"ESR1,EGR1,FOS,PGR",270,"72,66,74,58","89,106,86,34",0,"oncogene, cigene",0,0,2,21,1,CCND1,"oncogene, cigene","FoxO signaling pathway, Cell cycle, p53 signaling pathway, PI3K-Akt signaling pathway, AMPK signaling pathway, Wnt signaling pathway, Hippo signaling pathway, Focal adhesion, Jak-STAT signaling pathway, Prolactin signaling pathway, Thyroid hormone signaling pathway, Oxytocin signaling pathway, Hepatitis B, Measles, HTLV-I infection, Pathways in cancer, Viral carcinogenesis, Proteoglycans in cancer, MicroRNAs in cancer, Colorectal cancer, Pancreatic cancer, Endometrial cancer, Glioma, Prostate cancer, Thyroid cancer, Melanoma, Bladder cancer, Chronic myeloid leukemia, Acute myeloid leukemia, Small cell lung cancer, Non-small cell lung cancer, Viral myocarditis",,"Cell Signalling, Apoptosis, Proliferation of cells",,,,,1,0,0,0,1,2,0.002317497103,0.0007419543397,0.02894898467,0.3115523466,0.0008808885922,2,0.1037231673
TNF,1,EGR1,66,66,106,0,,0,0,1,9,1,TNF,,"MAPK signaling pathway, Cytokine-cytokine receptor interaction, NF-kappa B signaling pathway, Sphingolipid signaling pathway, mTOR signaling pathway, Apoptosis, TGF-beta signaling pathway, Osteoclast differentiation, Antigen processing and presentation, Toll-like receptor signaling pathway, NOD-like receptor signaling pathway, RIG-I-like receptor signaling pathway, Hematopoietic cell lineage, Natural killer cell mediated cytotoxicity, T cell receptor signaling pathway, Fc epsilon RI signaling pathway, TNF signaling pathway, Adipocytokine signaling pathway, Type II diabetes mellitus, Insulin resistance, Non-alcoholic fatty liver disease (NAFLD), Type I diabetes mellitus, Alzheimer's disease, Amyotrophic lateral sclerosis (ALS), Pertussis, Legionellosis, Leishmaniasis, Chagas disease (American trypanosomiasis), African trypanosomiasis, Malaria, Toxoplasmosis, Amoebiasis, Tuberculosis, Hepatitis C, Hepatitis B, Influenza A, HTLV-I infection, Herpes simplex infection, Proteoglycans in cancer, Asthma, Inflammatory bowel disease (IBD), Systemic lupus erythematosus, Rheumatoid arthritis, Allograft rejection, Graft-versus-host disease, Hypertrophic cardiomyopathy (HCM), Dilated cardiomyopathy",,"Cell Signalling, Apoptosis, Proliferation of cells",,,,,,,,,,2,0.05909617613,0.09688431072,0.01486594772,0.3195112921,0.01568869735,3,0.1037231673
JUND,2,"ERBB2,PLAT",79,79,"31,9",0,oncogene,0,0,0,2,0,JUND,oncogene,"MAPK signaling pathway, Osteoclast differentiation",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,Unknown,,,,,,5,0.005793742758,0.04444518801,0.06287743794,0.3677034512,0.001218141263,4,0.1037231673
EP300,4,"BIRC5,MMP9,ERBB2,EGR1",300,"74,81,79,66","26,32,31,106",0,TF,0,0,2,63,1,EP300,TF,"cAMP signaling pathway, HIF-1 signaling pathway, FoxO signaling pathway, Cell cycle, Wnt signaling pathway, Notch signaling pathway, TGF-beta signaling pathway, Adherens junction, Jak-STAT signaling pathway, Long-term potentiation, Melanogenesis, Thyroid hormone signaling pathway, Glucagon signaling pathway, Huntington's disease, Tuberculosis, Hepatitis B, Influenza A, HTLV-I infection, Herpes simplex infection, Pathways in cancer, Viral carcinogenesis, MicroRNAs in cancer, Renal cell carcinoma, Prostate cancer",,Cell Signalling,,,,Unknown,17,9,3,3,2,6,0.002317497103,0.0007419543397,0.02894898467,0.3115523466,0.0008808885922,2,0.1037231673
CDK5R1,1,EGR1,66,66,106,0,,0,0,1,9,1,CDK5R1,,"Alzheimer's disease, Cocaine addiction",,"Apoptosis, Proliferation of cells",,,,,1,0,1,0,0,2,0.003476245655,0.007658496912,0.03741551418,0.322135125,0.001006626951,3,0.1037231673
FOS,74,"MMP9,FOS,PGR,ESR1,ZBTB7A,TWIST2,TWIST1,TBP,STAT6,STAT3,SRF,SP1,SMARCA4,RBMX,RB1,NKX3-1,NF1,NCOA6,MITF,JUN,HSF2,HOPX,HMGN1,HDAC1,GTF2I,ESR2,ELK4,ELK1,CREM,CREB1,BRCA1,ARNT,AHR,TNFRSF11A,NFATC3,NFATC2,FOXA1,HIST1H2BA,H2AFZ,GATA3,MAPK10,MAPK9,YY1,DUSP1,MAPK3,ETS1,STAT5A,SMAD3,TP53,IL6,ATF2,STAT5B,EGR1,NR3C1,RELA,MAPK8,TGFB1,ETS2,TNFSF11,MAPK14,CCND1,TNF,JUND,CCL2,HMOX1,EP300,PPARG,NOTCH1,NFATC1,FOSB,GATA2,CEBPA,JUNB,MAPK1",472,"81,74,58,72,1,1,2,1,2,5,2,13,1,4,2,2,2,1,1,6,1,1,1,6,1,3,1,2,2,4,5,3,1,1,3,2,1,2,1,3,4,1,2,1,66,6,2,4,1,2,4,3,1","32,86,34,89,1,1,2,1,3,5,2,10,1,2,2,3,1,1,1,33,1,1,1,6,1,2,1,2,1,2,5,2,1,1,2,2,3,1,1,5,1,1,4,1,4,3,2,4,5,2,2,2,106,2,6,2,2,3,1,2,2,2,5,1,1,6,4,2,2,2,1,1,9,4",25,"oncogene, cigene",2,4,7,81,1,FOS,"oncogene, cigene","MAPK signaling pathway, cAMP signaling pathway, Osteoclast differentiation, Toll-like receptor signaling pathway, T cell receptor signaling pathway, B cell receptor signaling pathway, TNF signaling pathway, Circadian entrainment, Cholinergic synapse, Dopaminergic synapse, Estrogen signaling pathway, Prolactin signaling pathway, Oxytocin signaling pathway, Amphetamine addiction, Salmonella infection, Pertussis, Leishmaniasis, Chagas disease (American trypanosomiasis), Hepatitis B, HTLV-I infection, Herpes simplex infection, Pathways in cancer, Colorectal cancer, Choline metabolism in cancer, Rheumatoid arthritis",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,-3.261178455,Unknown,3,1,1,0,1,86,0.002317497103,0,0.03556347585,0.3098743268,0.0008808572894,2,0.1037231673
JUNB,1,ESR1,72,72,89,0,oncogene,0,0,0,2,0,JUNB,oncogene,"Osteoclast differentiation, TNF signaling pathway",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,1,0,1,0,0,9,0.003476245655,0.0007419543397,0.04301983937,0.3173961015,0.0009759450363,3,0.1037231673
HDAC1,6,"BIRC5,MMP9,ESR1,EGR1,FOS,CLDN7",421,"74,81,72,66,74,54","26,32,89,106,86,5",0,oncogene,0,0,4,77,1,HDAC1,oncogene,"Cell cycle, Notch signaling pathway, Thyroid hormone signaling pathway, Huntington's disease, Alcoholism, Epstein-Barr virus infection, Pathways in cancer, Transcriptional misregulation in cancer, Viral carcinogenesis, Chronic myeloid leukemia",,"Cell Signalling, Apoptosis, Proliferation of cells",,,,Activation,10,3,4,2,1,6,0.006952491309,0.006031627803,0.03850495002,0.3195112921,0.0017077985,4,0.1037231673
TP53,4,"BIRC5,ESR1,EGR1,FOS",286,"74,72,66,74","26,89,106,86",0,tumorsuppressor,0,0,3,64,1,TP53,tumorsupressor,"MAPK signaling pathway, Sphingolipid signaling pathway, Cell cycle, p53 signaling pathway, PI3K-Akt signaling pathway, Apoptosis, Wnt signaling pathway, Neurotrophin signaling pathway, Thyroid hormone signaling pathway, Amyotrophic lateral sclerosis (ALS), Huntington's disease, Hepatitis C, Hepatitis B, Measles, HTLV-I infection, Herpes simplex infection, Epstein-Barr virus infection, Pathways in cancer, Transcriptional misregulation in cancer, Viral carcinogenesis, Proteoglycans in cancer, MicroRNAs in cancer, Colorectal cancer, Pancreatic cancer, Endometrial cancer, Glioma, Prostate cancer, Thyroid cancer, Basal cell carcinoma, Melanoma, Bladder cancer, Chronic myeloid leukemia, Small cell lung cancer, Non-small cell lung cancer, Central carbon metabolism in cancer",,"Cell Signalling, Apoptosis, Proliferation of cells",,,,Unknown,264,198,4,59,3,5,0.002317497103,0.001120370978,0.03196511834,0.3142753095,0.0008780932253,2,0.1037231673
MTA1,2,"MMP9,ESR1",153,"81,72","32,89",0,TF,0,0,0,8,0,MTA1,TF,"3D-structure,Acetylation,Activator,Alternative splicing,Biological rhythms,Complete proteome,Cytoplasm,Cytoskeleton,DNA-binding,Isopeptide bond,Metal-binding,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repressor,Transcription,Transcription regulation,Ubl conjugation,Zinc,Zinc-finger,",,"Transcription regulation, Proliferation of cells",,,,Repression,,,,,,3,0.004634994206,0.001848816082,0.043778654,0.3212956069,0.001042434566,4,0.1037231673
JUN,6,"MMP9,FOS,PGR,ESR1,PLAT,JUN",291,"81,74,58,72,6","32,86,34,89,9,33",0,"oncogene, cigene",0,0,1,19,1,JUN,"oncogene, cigene","MAPK signaling pathway, ErbB signaling pathway, cAMP signaling pathway, Wnt signaling pathway, Osteoclast differentiation, Focal adhesion, Toll-like receptor signaling pathway, T cell receptor signaling pathway, B cell receptor signaling pathway, TNF signaling pathway, Neurotrophin signaling pathway, GnRH signaling pathway, Estrogen signaling pathway, Oxytocin signaling pathway, Non-alcoholic fatty liver disease (NAFLD), Cocaine addiction, Amphetamine addiction, Epithelial cell signaling in Helicobacter pylori infection, Salmonella infection, Pertussis, Leishmaniasis, Chagas disease (American trypanosomiasis), Hepatitis B, Influenza A, HTLV-I infection, Herpes simplex infection, Epstein-Barr virus infection, Pathways in cancer, Viral carcinogenesis, Colorectal cancer, Renal cell carcinoma, Choline metabolism in cancer, Inflammatory bowel disease (IBD), Rheumatoid arthritis",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,Repression,1,0,0,0,1,33,0.006952491309,0.026208508,0.07824790596,0.3713425129,0.001291428982,5,0.1037231673
SNAI2,1,MMP9,81,81,32,0,TF,0,0,0,6,0,SNAI2,TF,"Hippo signaling pathway, Adherens junction",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,Activation,1,0,0,0,1,2,0.003476245655,0.003374801762,0.05609081916,0.3282616965,0.0009795719888,3,0.1037231673
PPARG,3,"MMP9,SERPINE1,EGR1",218,"81,71,66","32,24,106",0,"oncogene, tumorsuppressor, cigene",0,0,1,23,1,PPARG,"oncogene, tumorsupressor, cigene","PPAR signaling pathway, AMPK signaling pathway, Osteoclast differentiation, Huntington's disease, Pathways in cancer, Transcriptional misregulation in cancer, Thyroid cancer",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,-3.620634432,Unknown,5,5,0,0,0,4,0.005793742758,0.02300640069,0.06899757852,0.3612390121,0.001203193461,4,0.1037231673
IRF1,1,MMP9,81,81,32,0,tumorsuppressor,0,0,0,6,0,IRF1,tumorsupressor,"Prolactin signaling pathway, Pertussis, Hepatitis C",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,Unknown,2,1,0,0,1,2,0.003476245655,0,0.06007223067,0.3390962672,0.0009694183235,3,0.1037231673
HDAC7,1,ESR1,72,72,89,0,TF,0,0,0,2,0,HDAC7,TF,"Alcoholism, Viral carcinogenesis",,Proliferation of cells,,,,Repression,2,0,1,0,1,2,0.002317497103,4.08E-05,0.02707196303,0.3052706049,0.0008591112988,2,0.1037231673
EGR1,66,"TP53,STAT6,STAT1,SP1,RELA,RBMX,NKX2-3,NFKB1,NAB2,MAML1,KLF5,HDAC1,FOXO1,ETS2,ETS1,BRCA1,ATF5,NFATC2,NFATC3,IRF8,IRF4,IRF2,STAT2,ISG15,IRF7,OASL,MX1,IFIT1,IFIT2,IRF5,IFI6,IFIT3,CDK5R1,FOS,MAPK3,IRF3,NFATC1,FOSB,JUNB,RNASEL,MAPK1,HDAC2,HDAC3,KDM1A,RBBP7,RBBP4,NR2E1,EZH2,RCOR1,HDAC5,MTA1,CHD4,CHD3,JUN,ATF2,EED,MTA3,EGR1,REST,SUZ12,SNAI1,SNAI2,PPARG,PHC3,IRF1,HDAC7",220,"4,2,2,13,6,4,1,6,1,1,4,6,1,2,2,5,1,1,74,1,1,2,6,2,66,1,3,1,1","5,3,3,10,6,2,1,4,1,1,4,6,1,3,3,5,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,86,4,1,2,2,9,1,4,1,1,2,1,1,1,2,1,1,3,1,1,33,2,1,1,106,1,1,2,2,4,1,2,2",34,tumorsuppressor,4,1,9,50,1,EGR1,tumorsupressor,"Prion diseases, HTLV-I infection",,"Apoptosis, Proliferation of cells",,,-3.444520788,,3,1,2,0,0,106,0.002317497103,0.00E+00,0.03857960952,0.3137041076,0.0008780619225,2,0.1037231673
ARNTL2,1,SERPINE1,71,71,24,0,TF,0,0,0,8,0,ARNTL2,TF,"3D-structure,Activator,Alternative splicing,Biological rhythms,Complete proteome,DNA-binding,Isopeptide bond,Nucleus,Polymorphism,Proteomics identification,Reference proteome,Repeat,Transcription,Transcription regulation,Ubl conjugation,",,"Transcription regulation, Proliferation of cells",,,,Activation,1,1,0,0,0,1,0.002317497103,0,0.04600137597,0.3263993949,0.0008743618795,2,0.1037231673
VEGFA,3,"ESR1,EGR1,PGR",196,"72,66,58","89,106,34",0,tumorsuppressor,0,0,1,14,1,VEGFA,tumorsupressor,"Ras signaling pathway, Rap1 signaling pathway, HIF-1 signaling pathway, PI3K-Akt signaling pathway, VEGF signaling pathway, Focal adhesion, Pathways in cancer, Proteoglycans in cancer, MicroRNAs in cancer, Renal cell carcinoma, Pancreatic cancer, Bladder cancer, Rheumatoid arthritis",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,4,0,0,0,4,3,0.002317497103,0,0.04600137597,0.3263993949,0.0008743618795,2,0.1037231673
FN1,1,EGR1,66,66,106,0,,0,0,1,9,1,FN1,,"PI3K-Akt signaling pathway, Focal adhesion, ECM-receptor interaction, Regulation of actin cytoskeleton, Bacterial invasion of epithelial cells, Amoebiasis, Pathways in cancer, Proteoglycans in cancer, Small cell lung cancer",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,4.232064555,,22,10,6,1,5,1,0.002317497103,0.0009721094558,0.04561832196,0.3240705971,0.0008872796089,2,0.1037231673
PDGFB,1,EGR1,66,66,106,0,oncogene,0,0,1,9,1,PDGFB,oncogene,"MAPK signaling pathway, Ras signaling pathway, Rap1 signaling pathway, PI3K-Akt signaling pathway, Focal adhesion, Gap junction, Regulation of actin cytoskeleton, HTLV-I infection, Pathways in cancer, MicroRNAs in cancer, Renal cell carcinoma, Glioma, Prostate cancer, Melanoma, Choline metabolism in cancer",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,3,1,0,0,2,1,0.004634994206,0.002146112792,0.08419793148,0.3545603944,0.001070897087,4,0.1037231673
IGF2,1,EGR1,66,66,106,0,oncogene,0,0,1,9,1,IGF2,oncogene,Proteoglycans in cancer,,"Apoptosis, Proliferation of cells",,,,,1,0,0,0,1,1,0.004634994206,0.000775206191,0.06369349063,0.3354061407,0.001058582415,4,0.1037231673
SMAD3,3,"MMP9,SERPINE1,JUN",158,"81,71,6","32,24,33",0,tumorsuppressor,0,0,0,15,0,SMAD3,tumorsupressor,"FoxO signaling pathway, Cell cycle, Endocytosis, TGF-beta signaling pathway, Hippo signaling pathway, Adherens junction, Signaling pathways regulating pluripotency of stem cells, Chagas disease (American trypanosomiasis), HTLV-I infection, Pathways in cancer, Colorectal cancer, Pancreatic cancer, Inflammatory bowel disease (IBD)",,"Cell Signalling, Apoptosis, Proliferation of cells",,,,Activation,2,2,0,0,0,4,0.003476245655,0.000775206191,0.04220086948,0.3134762078,0.0009672260144,3,0.1037231673
